Iteration,GMRES+ILU0,BiCGSTAB,GMRES,CG,BiCGSTAB+ILU0
1511,,,,1.2656491613177115e-5,
1512,,,,1.2634732130893835e-5,
1513,,,,1.2612794413271841e-5,
1514,,,,1.2590475800875787e-5,
1515,,,,1.256756019717288e-5,
1516,,,,1.2543833074033751e-5,
1517,,,,1.251909695117731e-5,
1518,,,,1.249318640730557e-5,
1519,,,,1.2465981675503544e-5,
1520,,,,1.243741993308436e-5,
1521,,,,1.240750351681381e-5,
1522,,,,1.2376304473191408e-5,
1523,,,,1.2343965079324309e-5,
1524,,,,1.2310694226953797e-5,
1525,,,,1.2276759830789471e-5,
1526,,,,1.2242477681298524e-5,
1527,,,,1.2208197391085508e-5,
1528,,,,1.2174286265605581e-5,
1529,,,,1.2141112050605185e-5,
1530,,,,1.2109025563624185e-5,
1531,,,,1.2078344204356988e-5,
1532,,,,1.2049337263263394e-5,
1533,,,,1.2022213818342673e-5,
1534,,,,1.1997113837987824e-5,
1535,,,,1.1974102906225044e-5,
1536,,,,1.1953170768543353e-5,
1537,,,,1.193423367454588e-5,
1538,,,,1.1917140279555705e-5,
1539,,,,1.1901680671883288e-5,
1540,,,,1.1887597925571412e-5,
1541,,,,1.1874601448935625e-5,
1542,,,,1.186238131468966e-5,
1543,,,,1.1850622723645746e-5,
1544,,,,1.1839019774119533e-5,
1545,,,,1.1827287783129887e-5,
1546,,,,1.181517352919456e-5,
1547,,,,1.1802462951706396e-5,
1548,,,,1.1788986036315284e-5,
1549,,,,1.1774618824134557e-5,
1550,,,,1.1759282687913412e-5,
1551,,,,1.1742941203538839e-5,
1552,,,,1.1725595095117116e-5,
1553,,,,1.1707275834622343e-5,
1554,,,,1.168803852550389e-5,
1555,,,,1.1667954691808612e-5,
1556,,,,1.1647105533697809e-5,
1557,,,,1.1625576104900699e-5,
1558,,,,1.1603450729619513e-5,
1559,,,,1.1580809820181548e-5,
1560,,,,1.1557728097912758e-5,
1561,,,,1.1534274073535964e-5,
1562,,,,1.1510510523427904e-5,
1563,,,,1.148649561497748e-5,
1564,,,,1.1462284294933101e-5,
1565,,,,1.1437929561442772e-5,
1566,,,,1.1413483291261668e-5,
1567,,,,1.1388996381684548e-5,
1568,,,,1.1364518081754526e-5,
1569,,,,1.134009451612579e-5,
1570,,,,1.1315766533232238e-5,
1571,,,,1.1291567122961801e-5,
1572,,,,1.126751873535922e-5,
1573,,,,1.1243630881401201e-5,
1574,,,,1.1219898403842253e-5,
1575,,,,1.1196300769026735e-5,
1576,,,,1.1172802652220202e-5,
1577,,,,1.1149355976204896e-5,
1578,,,,1.1125903425685276e-5,
1579,,,,1.1102383310956033e-5,
1580,,,,1.107873550718057e-5,
1581,,,,1.1054908064647006e-5,
1582,,,,1.1030863983705518e-5,
1583,,,,1.1006587586807379e-5,
1584,,,,1.0982089906983685e-5,
1585,,,,1.0957412550885308e-5,
1586,,,,1.0932629584074297e-5,
1587,,,,1.0907847120643749e-5,
1588,,,,1.0883200467985501e-5,
1589,,,,1.0858848866591604e-5,
1590,,,,1.0834968057942535e-5,
1591,,,,1.0811741094035615e-5,
1592,,,,1.0789347954324433e-5,
1593,,,,1.0767954646804376e-5,
1594,,,,1.0747702530475174e-5,
1595,,,,1.072869860158997e-5,
1596,,,,1.0711007435592243e-5,
1597,,,,1.0694645374259077e-5,
1598,,,,1.0679577400739387e-5,
1599,,,,1.0665716964256506e-5,
1600,,,,1.0652928813824706e-5,
1601,,,,1.0641034690557684e-5,
1602,,,,1.0629821526052628e-5,
1603,,,,1.0619051615061859e-5,
1604,,,,1.0608474088545659e-5,
1605,,,,1.0597836920620051e-5,
1606,,,,1.0586898669036595e-5,
1607,,,,1.0575439178335088e-5,
1608,,,,1.0563268566862909e-5,
1609,,,,1.0550233966594902e-5,
1610,,,,1.0536223675420566e-5,
1611,,,,1.052116859777294e-5,
1612,,,,1.0505041070577281e-5,
1613,,,,1.04878513761507e-5,
1614,,,,1.0469642412251217e-5,
1615,,,,1.0450483106318752e-5,
1616,,,,1.0430461216181408e-5,
1617,,,,1.0409676149965852e-5,
1618,,,,1.0388232367385407e-5,
1619,,,,1.0366233802973794e-5,
1620,,,,1.0343779594177067e-5,
1621,,,,1.0320961221824702e-5,
1622,,,,1.0297860997104784e-5,
1623,,,,1.0274551676950638e-5,
1624,,,,1.0251096875445432e-5,
1625,,,,1.0227551875055555e-5,
1626,,,,1.020396443526106e-5,
1627,,,,1.0180375248037764e-5,
1628,,,,1.0156817793433248e-5,
1629,,,,1.013331749152343e-5,
1630,,,,1.0109890211424786e-5,
1631,,,,1.0086540362437003e-5,
1632,,,,1.0063258934422686e-5,
1633,,,,1.0040021953396615e-5,
1634,,,,1.0016789857341806e-5,
1635,,,,9.993508266166884e-6,
1636,,,,9.97011051602871e-6,
1637,,,,9.946522158164056e-6,
1638,,,,9.922667400600784e-6,
1639,,,,9.898477219785584e-6,
1640,,,,9.873898615889669e-6,
1641,,,,9.848904260689962e-6,
1642,,,,9.823501620197749e-6,
1643,,,,9.797740551049475e-6,
1644,,,,9.771718387690911e-6,
1645,,,,9.745581663515385e-6,
1646,,,,9.719523838033355e-6,
1647,,,,9.693778716314911e-6,
1648,,,,9.668609618446662e-6,
1649,,,,9.644294750673416e-6,
1650,,,,9.621109608674615e-6,
1651,,,,9.599307571232249e-6,
1652,,,,9.579100089013896e-6,
1653,,,,9.560638015772089e-6,
1654,,,,9.543995654051027e-6,
1655,,,,9.529158988815377e-6,
1656,,,,9.516019361762461e-6,
1657,,,,9.50437350420871e-6,
1658,,,,9.493930411290972e-6,
1659,,,,9.484325025849809e-6,
1660,,,,9.47513813658603e-6,
1661,,,,9.465921321936323e-6,
1662,,,,9.456225238837673e-6,
1663,,,,9.445629121910847e-6,
1664,,,,9.43376908286209e-6,
1665,,,,9.420362733797034e-6,
1666,,,,9.405227835256077e-6,
1667,,,,9.388293096022583e-6,
1668,,,,9.369599899659177e-6,
1669,,,,9.349294541921718e-6,
1670,,,,9.327611447780746e-6,
1671,,,,9.304848698349031e-6,
1672,,,,9.281337941373125e-6,
1673,,,,9.257411306574353e-6,
1674,,,,9.233368248984474e-6,
1675,,,,9.209445280228503e-6,
1676,,,,9.18579132787113e-6,
1677,,,,9.162451015304412e-6,
1678,,,,9.139357520135389e-6,
1679,,,,9.116335894189269e-6,
1680,,,,9.093116862540462e-6,
1681,,,,9.06936021587699e-6,
1682,,,,9.044686030682386e-6,
1683,,,,9.01871116565674e-6,
1684,,,,8.991087869565567e-6,
1685,,,,8.961540975942915e-6,
1686,,,,8.929900123025846e-6,
1687,,,,8.896123764290972e-6,
1688,,,,8.860312423932557e-6,
1689,,,,8.822709648084877e-6,
1690,,,,8.783690301476837e-6,
1691,,,,8.743737118899946e-6,
1692,,,,8.7034075869492e-6,
1693,,,,8.663294164187873e-6,
1694,,,,8.623981445872962e-6,
1695,,,,8.58600409376436e-6,
1696,,,,8.549809187202991e-6,
1697,,,,8.515726157292785e-6,
1698,,,,8.483946717654173e-6,
1699,,,,8.454516288893662e-6,
1700,,,,8.427337412937707e-6,
1701,,,,8.402184642274028e-6,
1702,,,,8.37872943425796e-6,
1703,,,,8.356572744061414e-6,
1704,,,,8.335282352899442e-6,
1705,,,,8.314431550890477e-6,
1706,,,,8.293635668726466e-6,
1707,,,,8.272583152983337e-6,
1708,,,,8.25105840883876e-6,
1709,,,,8.22895445301301e-6,
1710,,,,8.206274448414431e-6,
1711,,,,8.183122315599351e-6,
1712,,,,8.159683703002502e-6,
1713,,,,8.13619952103564e-6,
1714,,,,8.112934903477557e-6,
1715,,,,8.090146792456644e-6,
1716,,,,8.068053335814397e-6,
1717,,,,8.046807964266656e-6,
1718,,,,8.026480437751349e-6,
1719,,,,8.007046390404864e-6,
1720,,,,7.988386042512056e-6,
1721,,,,7.97029186477467e-6,
1722,,,,7.952484149613974e-6,
1723,,,,7.934632734238179e-6,
1724,,,,7.916382592018134e-6,
1725,,,,7.897380713056748e-6,
1726,,,,7.87730166582176e-6,
1727,,,,7.855869478922875e-6,
1728,,,,7.832873983680355e-6,
1729,,,,7.808180458020154e-6,
1730,,,,7.781732224203952e-6,
1731,,,,7.75354667163137e-6,
1732,,,,7.72370589340226e-6,
1733,,,,7.692343648710486e-6,
1734,,,,7.659630630115791e-6,
1735,,,,7.6257600024626726e-6,
1736,,,,7.590934906735065e-6,
1737,,,,7.555359140791756e-6,
1738,,,,7.519231617908204e-6,
1739,,,,7.482744553820678e-6,
1740,,,,7.446084733852958e-6,
1741,,,,7.4094367430424666e-6,
1742,,,,7.372986763659327e-6,
1743,,,,7.336925489896861e-6,
1744,,,,7.301448883021408e-6,
1745,,,,7.266755866013123e-6,
1746,,,,7.233042581702761e-6,
1747,,,,7.200493439135004e-6,
1748,,,,7.169269765091671e-6,
1749,,,,7.1394973776230394e-6,
1750,,,,7.111254733867918e-6,
1751,,,,7.084563423802864e-6,
1752,,,,7.059382659748633e-6,
1753,,,,7.0356090523902216e-6,
1754,,,,7.013082400328713e-6,
1755,,,,6.99159751055721e-6,
1756,,,,6.9709212923579716e-6,
1757,,,,6.950813622868845e-6,
1758,,,,6.93104987071485e-6,
1759,,,,6.911442579488905e-6,
1760,,,,6.891859728283516e-6,
1761,,,,6.872237237678638e-6,
1762,,,,6.85258396439931e-6,
1763,,,,6.83297826330397e-6,
1764,,,,6.813556185225923e-6,
1765,,,,6.794492391200814e-6,
1766,,,,6.775975762447989e-6,
1767,,,,6.758182355546865e-6,
1768,,,,6.741248714517258e-6,
1769,,,,6.725248570821802e-6,
1770,,,,6.710175645301865e-6,
1771,,,,6.695934652800829e-6,
1772,,,,6.682341764199152e-6,
1773,,,,6.669134781027519e-6,
1774,,,,6.65599221607164e-6,
1775,,,,6.64255945178967e-6,
1776,,,,6.628479278211481e-6,
1777,,,,6.613423506281082e-6,
1778,,,,6.59712211147558e-6,
1779,,,,6.579386552585226e-6,
1780,,,,6.5601245433813095e-6,
1781,,,,6.539344572744985e-6,
1782,,,,6.517149744382003e-6,
1783,,,,6.493721861141381e-6,
1784,,,,6.469297911899614e-6,
1785,,,,6.444142050120613e-6,
1786,,,,6.418516653847275e-6,
1787,,,,6.392656070482204e-6,
1788,,,,6.3667461945973006e-6,
1789,,,,6.340912184207866e-6,
1790,,,,6.315215513828524e-6,
1791,,,,6.289660335649791e-6,
1792,,,,6.264207921569474e-6,
1793,,,,6.238796928216771e-6,
1794,,,,6.213366485946518e-6,
1795,,,,6.187878754420022e-6,
1796,,,,6.162337665574357e-6,
1797,,,,6.136801091960443e-6,
1798,,,,6.1113845781466276e-6,
1799,,,,6.0862559411527774e-6,
1800,,,,6.061621324395213e-6,
1801,,,,6.037704499680848e-6,
1802,,,,6.014722183625632e-6,
1803,,,,5.992858734906601e-6,
1804,,,,5.972243748091869e-6,
1805,,,,5.952935740899992e-6,
1806,,,,5.934914384693835e-6,
1807,,,,5.918082640762721e-6,
1808,,,,5.90227886239942e-6,
1809,,,,5.887297557076497e-6,
1810,,,,5.87291624375413e-6,
1811,,,,5.858924860948417e-6,
1812,,,,5.845153638221053e-6,
1813,,,,5.83149534940285e-6,
1814,,,,5.817918459424713e-6,
1815,,,,5.804468804905353e-6,
